Pathways;Name;Identifier;Formula;Compartment;Monoisotopic Mass;Neutral Monoisotopic Mass;Average Mass;Side compound;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);1D-myo-Inositol 1,4-bisphosphate;C01220;C6H14O12P2;x;340,1157;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate;C20690;C6H20O30P8;x;819,9951;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);1D-myo-Inositol 3-phosphate;C04006;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);5-PP-InsP5;C11526;C6H19O27P7;x;740,0152;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);CDP-diacylglycerol;C00269;C14H19N3O15P2R2;x;0;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);D-myo-Inositol 1,3-bisphosphate;C04062;C6H14O12P2;x;340,1157;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);D-myo-Inositol 1,4,5-trisphosphate;C01245;C6H15O15P3;x;420,0956;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);D-myo-Inositol 3,4-bisphosphate;C04063;C6H14O12P2;x;340,1157;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);Inositol 1-phosphate;C01177;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);myo-Inositol;C00137;C6H12O6;x;180,1559;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);myo-Inositol 4-phosphate;C03546;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);Phosphatidate;C00416;C5H7O8PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);Phosphatidylinositol-3,4,5-trisphosphate;C05981;C11H20O22P4R2;x;0;0;0;false;;;;;;;;;;;;;;;;
Phosphatidylinositol signaling system - Homo sapiens (human);Phytic acid;C01204;C6H18O24P6;x;660,0353;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);2-Aminoethylphosphonate;C03557;C2H8NO3P;x;125,0636;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);CMP-2-aminoethylphosphonate;C05673;C11H20N4O10P2;x;430,2448;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);CMP-N-trimethyl-2-aminoethylphosphonate;C05674;C14H27N4O10P2;x;473,3325;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);Diacylglyceryl-2-aminoethylphosphonate;C05675;C7H12NO7PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);Diacylglyceryl-N-trimethyl-2-aminoethylphosphonate;C05676;C10H19NO7PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Phosphonate and phosphinate metabolism - Homo sapiens (human);N-Trimethyl-2-aminoethylphosphonate;C06459;C5H15NO3P;x;168,1513;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);5-Aminolevulinate;C00430;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Adenosyl cobinamide;C06508;C58H84CoN16O11;x;1240,3214;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Adenosyl cobyrinate a,c diamide;C06506;C55H73CoN11O15;x;1187,166;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Bilirubin;C00486;C33H36N4O6;x;584,6621;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Bilirubin beta-diglucuronide;C05787;C45H52N4O18;x;936,9104;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Biliverdin;C00500;C33H34N4O6;x;582,6463;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Cob(I)alamin;C00853;C62H89CoN13O14P;x;1330,3557;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Cob(I)yrinate a,c diamide;C06505;C45H61CoN6O12;x;936,932;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Cobamide coenzyme;C00194;C72H100CoN18O17P;x;1579,5818;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Cobinamide;C05774;C48H72CoN11O8;x;990,0874;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Coproporphyrin III;C05770;C36H38N4O8;x;654,7089;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Coproporphyrinogen I;C05768;C36H44N4O8;x;660,7566;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Coproporphyrinogen III;C03263;C36H44N4O8;x;660,7566;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Cytochrome c;C00524;C42H44FeN8O8S2R4;x;0;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);D-Urobilinogen;C05791;C33H42N4O6;x;590,7098;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Fe-coproporphyrin III;C21284;C36H36FeN4O8;x;708,538;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Fe2+;C14818;Fe;x;55,845;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Fe3+;C14819;Fe;x;55,845;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Heme;C00032;C34H32FeN4O4;x;616,4873;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Heme A;C15670;C49H56FeN4O6;x;852,8371;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Heme O;C15672;C49H58FeN4O5;x;838,8536;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Hemoglobin;C01708;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Hydroxymethylbilane;C01024;C40H46N4O17;x;854,8098;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);L-Glutamate;C00025;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);L-Glutamyl-tRNA(Glu);C02987;C20H28N6O13PR(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Porphobilinogen;C00931;C10H14N2O4;x;226,2292;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Protoporphyrin;C02191;C34H34N4O4;x;562,6582;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Protoporphyrinogen IX;C01079;C34H40N4O4;x;568,7058;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Uroporphyrinogen I;C05766;C40H44N4O16;x;836,7946;0;0;false;;;;;;;;;;;;;;;;
Porphyrin and chlorophyll metabolism - Homo sapiens (human);Uroporphyrinogen III;C01051;C40H44N4O16;x;836,7946;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);(24S)-Cholest-5-ene-3beta,7alpha,24-triol;C15518;C27H46O3;x;418,6523;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA;C15613;C48H80N7O20P3S;x;1200,17;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA;C17345;C48H80N7O19P3S;x;1184,1706;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA;C17343;C48H80N7O20P3S;x;1200,17;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA;C17346;C48H80N7O19P3S;x;1184,1706;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);25-Hydroxycholesterol;C15519;C27H46O2;x;402,6529;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA;C05450;C48H80N7O21P3S;x;1216,1694;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane;C05446;C27H48O4;x;436,6676;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA;C05467;C48H78N7O21P3S;x;1214,1535;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA;C05460;C48H78N7O20P3S;x;1198,1541;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al;C01301;C27H46O4;x;434,6517;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane;C05454;C27H48O3;x;420,6682;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate;C04722;C27H46O5;x;450,6511;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA;C05448;C48H80N7O20P3S;x;1200,17;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha,26-Trihydroxy-5beta-cholestane;C05444;C27H48O3;x;420,6682;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA;C05449;C48H78N7O20P3S;x;1198,1541;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA;C05447;C48H78N7O19P3S;x;1182,1547;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al;C05445;C27H46O3;x;418,6523;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha-Dihydroxy-5beta-cholestanate;C04554;C27H46O4;x;434,6517;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3alpha,7alpha-Dihydroxy-5beta-cholestane;C05452;C27H48O2;x;404,6688;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3beta,7alpha-Dihydroxy-5-cholestenoate;C17335;C27H44O4;x;432,6359;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);3beta-Hydroxy-5-cholestenoate;C17333;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);4-Cholesten-7alpha,12alpha-diol-3-one;C17339;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one;C05453;C27H46O3;x;418,6523;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha,24-Dihydroxy-4-cholesten-3-one;C17331;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha,25-Dihydroxy-4-cholesten-3-one;C17332;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha,26-Dihydroxy-4-cholesten-3-one;C17336;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha,27-Dihydroxycholesterol;C06341;C27H46O3;x;418,6523;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha-Hydroxy-3-oxo-4-cholestenoate;C17337;C27H42O4;x;430,62;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha-Hydroxy-5beta-cholestan-3-one;C05451;C27H46O2;x;402,6529;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha-Hydroxycholest-4-en-3-one;C05455;C27H44O2;x;400,6371;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);7alpha-Hydroxycholesterol;C03594;C27H46O2;x;402,6529;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Cerebrosterol;C13550;C27H46O2;x;402,6529;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Chenodeoxycholate;C02528;C24H40O4;x;392,572;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Chenodeoxycholoyl-CoA;C05337;C45H74N7O19P3S;x;1142,0908;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Cholest-5-ene-3beta,26-diol;C15610;C27H46O2;x;402,6529;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Cholest-5-ene-3beta,7alpha,25-triol;C15520;C27H46O3;x;418,6523;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Cholesterol;C00187;C27H46O;x;386,6535;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Cholic acid;C00695;C24H40O5;x;408,5714;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Choloyl-CoA;C01794;C45H74N7O20P3S;x;1158,0902;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Glycochenodeoxycholate;C05466;C26H43NO5;x;449,6233;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Glycocholate;C01921;C26H43NO6;x;465,6227;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Taurine;C00245;C2H7NO3S;x;125,1469;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Taurochenodeoxycholate;C05465;C26H45NO6S;x;499,7036;0;0;false;;;;;;;;;;;;;;;;
Primary bile acid biosynthesis - Homo sapiens (human);Taurocholate;C05122;C26H45NO7S;x;515,703;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);(R)-Methylmalonyl-CoA;C01213;C25H40N7O19P3S;x;867,6069;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);(S)-Methylmalonate semialdehyde;C06002;C4H6O3;x;102,0886;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);(S)-Methylmalonyl-CoA;C00683;C25H40N7O19P3S;x;867,6069;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);2-(alpha-Hydroxypropyl)thiamine diphosphate;C21017;C15H25N4O8P2S;x;483,3935;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);2-Hydroxybutanoic acid;C05984;C4H8O3;x;104,1045;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);2-Oxobutanoate;C00109;C4H6O3;x;102,0886;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);3-Hydroxypropanoate;C01013;C3H6O3;x;90,0779;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);3-Hydroxypropionyl-CoA;C05668;C24H40N7O18P3S;x;839,5968;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);3-Oxopropanoate;C00222;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Acetoacetyl-CoA;C00332;C25H40N7O18P3S;x;851,6075;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Acetyl-CoA;C00024;C23H38N7O17P3S;x;809,5708;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);beta-Alanine;C00099;C3H7NO2;x;89,0932;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Enzyme N6-(dihydrolipoyl)lysine;C15973;C8H16NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Enzyme N6-(lipoyl)lysine;C15972;C8H14NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Enzyme N6-(S-propyldihydrolipoyl)lysine;C21018;C11H20NO2S2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Malonyl-CoA;C00083;C24H38N7O19P3S;x;853,5803;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Propanoate;C00163;C3H6O2;x;74,0785;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Propanoyl-CoA;C00100;C24H40N7O17P3S;x;823,5974;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Propenoyl-CoA;C00894;C24H38N7O17P3S;x;821,5815;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Propionyladenylate;C05983;C13H18N5O8P;x;403,2845;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Succinate;C00042;C4H6O4;x;118,088;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Succinyl-CoA;C00091;C25H40N7O19P3S;x;867,6069;0;0;false;;;;;;;;;;;;;;;;
Propanoate metabolism - Homo sapiens (human);Thiamin diphosphate;C00068;C12H19N4O7P2S;x;425,3144;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);(-)-Ureidoglycolate;C00603;C3H6N2O4;x;134,0907;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);(S)-Allantoin;C02350;C4H6N4O3;x;158,1154;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole;C04823;C13H19N4O12P;x;454,2833;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide;C04677;C9H15N4O8P;x;338,2112;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide;C04734;C10H15N4O9P;x;366,2213;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate;C04751;C9H14N3O9P;x;339,1959;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);2'-Deoxyinosine 5'-phosphate;C06196;C10H13N4O7P;x;332,2066;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine;C04640;C8H16N3O8P;x;313,2017;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);3',5'-Cyclic AMP;C00575;C10H12N5O6P;x;329,2059;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);3',5'-Cyclic GMP;C00942;C10H12N5O7P;x;345,2053;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);3'-Phosphoadenylyl sulfate;C00053;C10H15N5O13P2S;x;507,2643;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5'-Phosphoribosyl-N-formylglycinamide;C04376;C8H15N2O9P;x;314,1865;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5'-Phosphoribosylglycinamide;C03838;C7H15N2O8P;x;286,1764;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5-Amino-4-imidazolecarboxyamide;C04051;C4H6N4O;x;126,1166;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate;C12248;C5H6N4O5;x;202,1249;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5-Phospho-alpha-D-ribose 1-diphosphate;C00119;C5H13O14P3;x;390,0696;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);5-Phosphoribosylamine;C03090;C5H12NO7P;x;229,125;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Adenine;C00147;C5H5N5;x;135,1267;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Adenosine;C00212;C10H13N5O4;x;267,2413;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Adenylyl sulfate;C00224;C10H14N5O10PS;x;427,2844;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);ADP;C00008;C10H15N5O10P2;x;427,2011;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);ADP-ribose;C00301;C15H23N5O14P2;x;559,3157;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Allantoate;C00499;C4H8N4O4;x;176,1307;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);alpha-D-Ribose 1-phosphate;C00620;C5H11O8P;x;230,1098;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Aminoimidazole ribotide;C03373;C8H14N3O7P;x;295,1864;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Ammonia;C00014;NH3;x;17,0305;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);AMP;C00020;C10H14N5O7P;x;347,2212;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);ATP;C00002;C10H16N5O13P3;x;507,181;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);D-Ribose 5-phosphate;C00117;C5H11O8P;x;230,1098;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dADP;C00206;C10H15N5O9P2;x;411,2017;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dAMP;C00360;C10H14N5O6P;x;331,2218;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dATP;C00131;C10H16N5O12P3;x;491,1816;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Deoxyadenosine;C00559;C10H13N5O3;x;251,2419;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Deoxyguanosine;C00330;C10H13N5O4;x;267,2413;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Deoxyinosine;C05512;C10H12N4O4;x;252,2267;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dGDP;C00361;C10H15N5O10P2;x;427,2011;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dGMP;C00362;C10H14N5O7P;x;347,2212;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dGTP;C00286;C10H16N5O13P3;x;507,181;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dIDP;C01344;C10H14N4O10P2;x;412,1865;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);dITP;C01345;C10H15N4O13P3;x;492,1664;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);DNA;C00039;C10H17O8PR2(C5H8O5PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);GDP;C00035;C10H15N5O11P2;x;443,2005;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);GMP;C00144;C10H14N5O8P;x;363,2206;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);GTP;C00044;C10H16N5O14P3;x;523,1804;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Guanine;C00242;C5H5N5O;x;151,1261;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Guanosine;C00387;C10H13N5O5;x;283,2407;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Guanosine 3',5'-bis(diphosphate);C01228;C10H17N5O17P4;x;603,1603;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Guanosine 3'-diphosphate 5'-triphosphate;C04494;C10H18N5O20P5;x;683,1402;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Hypoxanthine;C00262;C5H4N4O;x;136,1115;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);IDP;C00104;C10H14N4O11P2;x;428,1859;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);IMP;C00130;C10H13N4O8P;x;348,206;0;0;false;;;;;;;;;;;;;;;;
